-0.256310996,0.182556821,0.237720067,0.379742569,0.554680157,0.381571185,0.329760401,0.208766982,0.099964336,0.119774342,0.226748372,0.213643291,0.270025615,-0.157565737,-0.045715398,0.194442824,0.462944593,0.250825148,-0.046020167,-0.494335832,-0.577537856,-0.241377299,-0.436429662,-0.035353241,0.071925559,0.395285804
0.028038777,0.115812341,0.071011251,0.033219856,-0.058820478,-0.060039555,-0.179509128,-0.095392796,-0.101488183,-0.099964336,-0.030476932,0.08929741,0.065830173,0.113983725,0.193833286,0.049982168,0.249606071,0.318483936,0.087773563,0.095697566,0.363589795,0.30355024,-0.003657232,0.000609539,0.062782479,0.054858477
0.381875954,0.15177512,0.029867393,0.033829394,0.010971695,-0.266063614,-0.324884092,-0.346217944,-0.336770095,-0.553765849,-0.636967873,-0.380656877,-0.232538989,-0.274597155,-0.370904259,-0.337074865,0.012495542,0.214557599,0.041143858,0.009447849,0.171585126,0.38827611,0.382790262,0.481535521,0.512926761,0.702188507
0.315436243,0.49098337,0.780818991,0.792704994,0.941127651,1.175800026,0.690302503,0.1340985,0.653425416,0.649463415,-0.425457967,0.046629706,-0.122822035,-0.738151286,-0.235281913,-0.259663458,-0.854877935,-0.352313331,-0.091430795,0.625691408,0.189261746,0.396809651,0.615329251,0.819829463,1.283078825,0.759485138
-1.172447563,-0.411438578,0.735713132,0.466906594,0.699750352,1.167571254,1.958447632,2.09772721,2.572253037,2.29399865,1.559504596,1.567733367,0.425153197,-0.347132252,-1.02646306,-1.516836891,-1.513789198,-1.506779504,-2.285769879,-1.660688009,-2.345504665,-1.643925697,-0.775333143,0.079240022,0.288921313,0.804895767
-0.167318355,-0.404733653,0.206024058,0.030172162,-0.109412185,-0.08472587,-0.163356354,-0.135927115,0.007924002,-0.403209807,0.078935253,0.076497099,0.000914308,0.173108972,-0.002742924,0.230710373,0.12922219,0.065525403,0.098745259,-0.266977922,-0.07162079,-0.320312552,-0.605881403,-0.554375388,-0.399247805,-0.277340079
1.911513157,1.257173433,1.638744618,1.168485562,0.420886427,0.705540969,0.543708462,0.1072788,-0.069792174,-0.843906239,-0.352922869,-0.431858122,-0.891145483,-0.466601825,-0.640320335,-0.478487828,-0.220043447,-0.047544013,0.046020167,-0.048763091,-0.26789223,0.121907727,-0.186823591,0.014019389,0.530603381,-0.319093475
1.397367319,1.09777908,0.402905037,0.368466104,-0.458677822,0.343170251,0.067963558,0.275511463,-0.727789129,-1.01762475,-0.779904683,-0.996900436,-0.786304838,-0.993547974,-0.738456055,-1.347080382,-1.328489453,-1.467464262,-0.702798045,-0.809467306,0.756437445,1.250163739,2.302227422,2.276017261,3.143085968,3.120837808
-0.746075288,-0.629958179,-0.547060924,-0.366637489,-0.551022925,-0.236196221,-0.096916643,-0.118250495,-0.375171029,0.013105081,0.605576633,0.219129139,0.12038388,0.455934898,0.429724737,0.136536654,0.346522714,-0.106364492,0.017371851,0.089906949,-0.056991862,-0.536089229,-0.512317222,-0.130136498,-0.247167916,-0.714684049
0.67414973,0.92832734,0.155432352,-0.850306395,-1.366280849,-0.331284248,-0.823181926,-0.054248938,-0.086554486,0.048153552,-0.20084298,0.355665793,0.015238466,-0.286787927,0.216690984,0.838725161,1.009395978,0.702493276,1.027986907,0.456544437,0.230100834,0.243205915,0.424238889,0.119469572,0.181642513,-0.154213274
